"","specimen","mean_length","mean_width","raw_aspect_ratio","ln_length","ln_width","ln_length_ln_width","species_name","domain"
"215","Melanochromis_melanopterus_YPM-Ich-014310_8bit_v19_v-3",1.81276134155964,1.22193878003296,1.48351240764348,0.594851285799237,0.200438761321749,0.394412524477488,"Melanochromis_melanopterus","caudal"
"216","Melanochromis_melanopterus_YPM-Ich-014310_8bit_v20_v-4",1.7425577917134,1.20780533347561,1.44274722375913,0.555354029078692,0.18880493874183,0.366549090336862,"Melanochromis_melanopterus","caudal"
"217","Mylochromis_anaphyrmus_UniBri_132_8bit_v10_v+4",2.27878012239548,1.71567443217824,1.32821243917607,0.823640265747493,0.539806258227881,0.283834007519613,"Mylochromis_anaphyrmus","precaudal"
"218","Mylochromis_anaphyrmus_UniBri_132_8bit_v11_v+3",2.29403183758111,1.6781579041816,1.36699403069573,0.830310897242569,0.517696706228848,0.312614191013721,"Mylochromis_anaphyrmus","precaudal"
"219","Mylochromis_anaphyrmus_UniBri_132_8bit_v12_v+2",2.22892748252182,1.68437181648098,1.3232989656515,0.801520520236915,0.521392685083596,0.280127835153319,"Mylochromis_anaphyrmus","precaudal"
"220","Mylochromis_anaphyrmus_UniBri_132_8bit_v16_v-2",2.16205376456107,1.7152624867924,1.2604798281365,0.771058586882405,0.539566122429671,0.231492464452734,"Mylochromis_anaphyrmus","caudal"
"221","Mylochromis_anaphyrmus_UniBri_132_8bit_v17_v-3",2.18606049980997,1.66134703034077,1.31583616179311,0.782101065405209,0.507628737370194,0.274472328035015,"Mylochromis_anaphyrmus","caudal"
"222","Mylochromis_anaphyrmus_UniBri_132_8bit_v18_v-4",2.20141145630103,1.68707489572844,1.30486883651394,0.789098725691476,0.522996198386568,0.266102527304907,"Mylochromis_anaphyrmus","caudal"
"223","Nimbochromis_linni_UniBri_440_8bit_v11_v+4",2.82174624586999,2.15948178911441,1.30667749091191,1.03735592942656,0.769868280465447,0.267487648961108,"Nimbochromis_linni","precaudal"
"224","Nimbochromis_linni_UniBri_440_8bit_v12_v+3",2.77105358531163,2.22254009902882,1.24679576603477,1.01922760359052,0.798650730550844,0.220576873039679,"Nimbochromis_linni","precaudal"
"225","Nimbochromis_linni_UniBri_440_8bit_v13_v+2",2.84601672829108,2.299306328463,1.23777188496391,1.04592037747578,0.83260748112535,0.213312896350434,"Nimbochromis_linni","precaudal"
"226","Nimbochromis_linni_UniBri_440_8bit_v16_v-2",2.77974220326448,2.30693935850622,1.20494810278169,1.02235819076393,0.835921692979739,0.186436497784193,"Nimbochromis_linni","caudal"
